implementation,M,N,K,alignment_mode,dimensions_float4_compatible,pointers_16byte_aligned,float4_safe,registers_per_thread,shared_bytes,local_memory_bytes,warmup,iterations,mean_latency_ms,gflops,max_abs_error,mean_abs_error,mismatch_count,cublas_gflops,cublas_ratio_percent
scalar_single_buffer,127,132,116,misalign-b,true,false,false,116,8320,0,5,10,0.0352256,110.41,7.62939e-06,5.46969e-07,0,612.596,18.0233
