implementation,M,N,K,alignment_mode,dimensions_float4_compatible,pointers_16byte_aligned,float4_safe,registers_per_thread,shared_bytes,local_memory_bytes,warmup,iterations,mean_latency_ms,gflops,max_abs_error,mean_abs_error,mismatch_count,cublas_gflops,cublas_ratio_percent
float4_double_buffer,1000,1032,780,aligned,true,true,true,128,16640,0,10,50,0.14975,10750.7,0,0,0,15922.5,67.5192
